번호	설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치연월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	WGS84위도	WGS84경도	데이터기준일자
894	버스정류장 (07-766)	금강아파트앞	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2021-10		경기도 성남시 분당구 구미동	스마트도시과	031-729-8522	37.3364	127.118567	2022-10-30
895	버스정류장 (07-767)	가나안교회	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 분당구 구미동	스마트도시과	031-729-8522	37.336517	127.116967	2022-10-30
896	버스정류장 (07-779)	늘푸른고등학교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 분당구 정자1동	스마트도시과	031-729-8522	37.372317	127.1053	2022-10-30
897	버스정류장 (07-781)	우주공원.코스맥스	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 분당구 삼평동	스마트도시과	031-729-8522	37.40435	127.10185	2022-10-30
898	버스정류장 (07-782)	실리콘파크.삼성중공업	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 분당구 삼평동	스마트도시과	031-729-8522	37.40475	127.0998	2022-10-30
899	버스정류장 (07-786)	정자역(마을)	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 분당구 정자동	스마트도시과	031-729-8522	37.366233	127.108317	2022-10-30
900	버스정류장 (07-791)	판교역서편	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2021-10		경기도 성남시 분당구 백현동	스마트도시과	031-729-8522	37.395	127.1098	2022-10-30
901	버스정류장 (07-806)	오리삼거리	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 분당구 구미동	스마트도시과	031-729-8522	37.337933	127.109783	2022-10-30
902	버스정류장 (07-809)	서현역.서현고가차도	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 분당구 서현1동	스마트도시과	031-729-8522	37.3845	127.124533	2022-10-30
903	탄천종합운동장(스포츠센터)	탄천종합운동장 스포츠센터	경기도	성남시	지역문화시설	성남시청	G_PublicWiFi@SeongNam	2013-12	경기도 성남시 분당구 탄천로 215		도시개발공사	031-725-7100	37.410073	127.121201	2022-10-30
904	탄천종합운동장 (체육회관)	탄천운동장 탄천스포츠센터	경기도	성남시	지역문화시설	성남시청	G_PublicWiFi@SeongNam	2013-12	경기도 성남시 분당구 탄천로 215		도시개발공사	031-725-7100	37.410073	127.121201	2022-10-30
905	탄천종합운동장 (주경기장)	탄천운동장 주경기장	경기도	성남시	지역문화시설	성남시청	G_PublicWiFi@SeongNam	2013-12	경기도 성남시 분당구 탄천로 215		도시개발공사	031-725-7100	37.410073	127.121201	2022-10-30
906	탄천종합운동장 (체육회관)	"3층 체육관, 4층 헬스장"	경기도	성남시	지역문화시설	KT	Public WiFi Free	2014-12	경기도 성남시 분당구 탄천로 215		KT	031-1588-9010	37.409882	127.120372	2022-10-30
907	탄천종합운동장(스포츠센터)	"1층(볼링장 입구, 볼링장 카운터), 3층 테니스장 대기실"	경기도	성남시	지역문화시설	KT	Public WiFi Free	2014-12	경기도 성남시 분당구 탄천로 215		KT	031-1588-9010	37.409882	127.120372	2022-10-30
908	탄천종합운동장(복지관_체육회관내)	"지하2층(매점, 수영장 대기실)"	경기도	성남시	지역문화시설	KT	Public WiFi Free	2014-12	경기도 성남시 분당구 탄천로 215		KT	031-1588-9010	37.409882	127.120372	2022-10-30
909	탄천종합운동장(주경기장)	"1층 메가박스, 2층 기자석"	경기도	성남시	지역문화시설	KT	Public WiFi Free	2014-12	경기도 성남시 분당구 탄천로 215		KT	031-1588-9010	37.409882	127.120372	2022-10-30
910	탄천종합운동장	"탄천운동장 관중석, 출입구"	경기도	성남시	지역문화시설	KT	Public WiFi Free	2017-12	경기도 성남시 분당구 탄천로 215		KT	031-1588-9010	37.409882	127.120372	2022-10-30
911	탄천종합운동장	"지하2층 수영장 5대, 2층 골프장 1대"	경기도	성남시	지역문화시설	KT	Public WiFi Free	2021-01	경기도 성남시 분당구 탄천로 215		KT	031-1588-9010	37.409882	127.120372	2022-10-30
912	탄천종합운동장	"탄천종합운동장 (옥내1), 모뎀1:볼링장사무실안, 체육회관 1층, 3층 비상구, 4층 헬스장, 지하2층 , 지하1층 탁구장, 빙상장, 주경기장 1층, 지하2층"	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 분당구 탄천로 215		KT	031-1588-9010	37.40969314	127.1196396	2022-10-30
913	수진1동 주민센터	수진1동주민센터 민원실	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 수정구 탄리로 19		수정구 행정지원과	031-729-5072	37.438541	127.138994	2022-10-30
914	수진2동 물놀이장	수진2동 물놀이장	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 수정구 수진동 3030	스마트도시과	031-729-8523	37.438318	127.128854	2022-10-30
915	성호시장	성남1기지국 옥상 옥탑	경기도	성남시	서민·복지시설	LGU+	Public WiFi Free	2014-01	경기도 성남시 중원구 광명로 147		LGU+	031-1544-8585	37.437986	127.144149	2022-10-30
916	수진2동 주민센터	수진2동주민센터 민원실	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 수정구 성남대로 1204		수정구 행정지원과	031-729-5072	37.437491	127.128533	2022-10-30
917	고운누리	1층 나눔실	경기도	성남시	서민·복지시설	LGU+	Public WiFi Free	2015-12	경기도 성남시 수정구 산성대로 193		LGU+	031-1544-8585	37.437288	127.13951	2022-10-30
918	상대원1동복지회관	"1층 안내데스크, 2층 로비, 3층 구내식당"	경기도	성남시	서민·복지시설	LGU+	Public WiFi Free	2015-12	경기도 성남시 중원구 둔촌대로425번길 44		LGU+	031-1544-8585	37.436862	127.164952	2022-10-30
919	상대원시장	"골목 식당, 골목 계단, 편의점, 마트, 입구 약국, 주차장 입구, 지하주차장 입구"	경기도	성남시	서민·복지시설	KT	Public WiFi Free	2014-01	경기도 성남시 중원구 희망로344번길 6		KT	031-1588-9010	37.436299	127.158663	2022-10-30
920	상대원시장	"상대원시장 삼거리, 시장내 지주"	경기도	성남시	서민·복지시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 중원구 희망로 344번길 6		스마트도시과	031-729-8523	37.436291	127.158614	2022-10-30
921	상대원2동제1복지회관	"지하1층 강당, 3층 교실"	경기도	성남시	서민·복지시설	LGU+	Public WiFi Free	2014-12	경기도 성남시 중원구 희망로335번길 40		LGU+	031-1544-8585	37.436254	127.154013	2022-10-30
922	성남동 물놀이장	성남동 물놀이장	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08	경기도 성남시 중원구 원터로 93번길 10		스마트도시과	031-729-8523	37.435029	127.141959	2022-10-30
923	아리움독거노인복지센터	"1층 출입문, 2층 엘리베이터, 3층 엘리베이터, 4층 엘리베이터, 5층 엘리베이터, 6층 엘리베이터, 7층 옥상출입문"	경기도	성남시	서민·복지시설	KT	Public WiFi Free	2015-12	경기도 성남시 중원구 광명로 46		KT	031-1588-9010	37.433647	127.13426	2022-10-30
924	대원공원	공원내 주차장 근처	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 중원구 시민로 41		스마트도시과	031-729-8523	37.43356	127.150881	2022-10-30
925	순효노인요양원	"3층 사무실, 4층 병동, 5층 병동, 6층 병동, 7층 병동, 8층 병동, 9층 병동, 10층 카페"	경기도	성남시	서민·복지시설	KT	Public WiFi Free	2014-12	경기도 성남시 중원구 산성대로 94		KT	031-1588-9010	37.433312	127.129649	2022-10-30
926	상대원1동 주민센터	상대원1동 주민센터	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2014-12	경기도 성남시 중원구 둔촌대로 425		중원구 행정지원과	031-729-6072	37.433172	127.164382	2022-10-30
927	성남종합운동장 (스포츠센터)	성남종합운동장 성남스포츠센터	경기도	성남시	지역문화시설	성남시청	G_PublicWiFi@SeongNam	2016-12	경기도 성남시 중원구 둔촌대로 183번길 20		도시개발공사	031-725-9300	37.433023	127.137767	2022-10-30
928	성남종합운동장	"성남실내체육관(15개), 종합운동장내(22개, 주경기장, 보조경기장, 하키장, 야외공연장 등)"	경기도	성남시	지역문화시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 중원구 제일로 60		스마트도시과	031-729-8523	37.433007	127.137753	2022-10-30
929	중원노인종합복지관	"1층(동주민센터 대기실, 노인종합복지관 민원실), 2층 헬스장, 3층 문헌실 및 엘리베이터"	경기도	성남시	서민·복지시설	LGU+	Public WiFi Free	2014-01	경기도 성남시 중원구 광명로16번길 11		LGU+	031-1544-8585	37.432017	127.131603	2022-10-30
930	성남동 주민센터	성남동 주민센터	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2015-12	경기도 성남시 중원구 제일로35번길 51		중원구 행정지원과	031-729-6072	37.431987	127.131582	2022-10-30
931	중원구청	중원구청 민원실	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2015-12	경기도 성남시 중원구 제일로 36		중원구 행정지원과	031-729-6072	37.430635	127.137017	2022-10-30
932	모란시장	상인지회	경기도	성남시	서민·복지시설	LGU+	Public WiFi Free	2014-01	경기도 성남시 중원구 둔촌대로69번길 8		LGU+	031-1544-8585	37.430607	127.127544	2022-10-30
933	중원청소년수련관	지1층(로비 식당)+1층(로비 좌측휴게실)+2층(공연장 휴게실)+3층(자치활동실)+4층(휴게실 대강의실)+5층(강의실 좌측 휴게실)	경기도	성남시	지역문화시설	SKT	Public WiFi Free	2014-01	경기도 성남시 중원구 둔촌대로 332		SKT	080-011-6000	37.430348	127.155031	2022-10-30
934	중원도서관	지1층 식당+1층(열람실앞/계단/휴게실)+2층(연속간행물실/제1문헌정보실/전산실/멀티세미나실/제2문헌정보실)+3층(스터디실/제1열람실/시청각실 앞/시청각실)+4층 휴게실	경기도	성남시	지역문화시설	LGU+	Public WiFi Free	2015-12	경기도 성남시 중원구 원터로17번길 46		LGU+	031-1544-8585	37.43026	127.140006	2022-10-30
935	하대원동 주민센터	하대원동 주민센터	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2014-12	경기도 성남시 중원구 둔촌대로 252		중원구 행정지원과	031-729-6072	37.428277	127.1463	2022-10-30
936	둔전교	공중화장실 인근	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 중원구 둔촌대로 10		스마트도시과	031-729-8523	37.42815	127.117563	2022-10-30
937	고등동복지회관	"지하1층 식당, 1층 로비, 2층 로비, 3층 로비"	경기도	성남시	서민·복지시설	LGU+	Public WiFi Free	2014-12	경기도 성남시 수정구 대왕판교로976번길 9-5		LGU+	031-1544-8585	37.427955	127.102919	2022-10-30
938	하대원시장	하대원시장내 CCTV지주	경기도	성남시	서민·복지시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 중원구 마지로 118		스마트도시과	031-729-8523	37.427242	127.142635	2022-10-30
939	고등동 주민센터	고등동주민센터 민원실	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 수정구 대왕판교로 982번길 25		수정구 행정지원과	031-729-5072	37.425007	127.101557	2022-10-30
940	시흥동 주민센터	시흥동주민센터 민원실	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 수정구 여수대로56번길 6		수정구 행정지원과	031-729-5072	37.421978	127.107897	2022-10-30
941	영생관리사업소(장례식장)	"지하2층 상담실, 지하1층 입관실, 1층 빈소1, 2층(빈소4, 빈소5)"	경기도	성남시	관공서	KT	Public WiFi Free	2014-12	경기도 성남시 중원구 순암로 800		KT	031-1588-9010	37.421297	127.182886	2022-10-30
942	"성남시청(분수대,1층,2층)"	"1층 분수대, 1층 엘리베이터, 2층 엘리베이터"	경기도	성남시	관공서	KT	Public WiFi Free	2015-12	경기도 성남시 중원구 성남대로 997		KT	031-1588-9010	37.420056	127.127191	2022-10-30
943	중원노인종합복지관	경기도 성남시 중원구 제일로35번길 51중원노인종합복지관(지하3층 지하1층 야외광장) (옥외3) 정원쪽 CCTV 벽면 함체	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 중원구 제일로35번길 51		KT	031-1588-9010	37.43214768	127.1315856	2022-10-30
944	희망대테니스장	"경기도 성남시 수정구 공원로370번길 26(신흥동), 희망대테니스장 (옥외1), 사무실 안 책상옆"	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 수정구 공원로370번길 26(신흥동)		KT	031-1588-9010	37.44744277	127.1516119	2022-10-30
945	효자 어린이공원(어33)	"경기도 성남시 분당구 서현동 294, 효자 어린이공원(어33) (옥외1), 공원 내CCTV:분당서현2-A-14"	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 분당구 서현동 294		KT	031-1588-9010	37.37628253	127.1350259	2022-10-30
946	황송노인종합복지관	"황송노인종합복지관(경로식당 프로그램실 강당 도서실 체력단련실 로비 등) (옥내1), 1층 주관보호센터 사무실"	경기도	성남시	서민·복지시설	KT	Public WiFi Free	2022-01	경기도 성남시 중원구 금상로 132(상대원동)	경기도 성남시 분당구 정자동 100-3	KT	031-1588-9010	37.44198459	127.1691937	2022-10-30
947	황송공원인조잔디구장	"경기도 성남시 중원구 금빛로2번길 35(금광동), 황송공원인조잔디구장 (옥외1), 관리사무소 앞"	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 중원구 금빛로2번길 35(금광동)		KT	031-1588-9010	37.44490648	127.1720505	2022-10-30
948	황송게이트볼장	"경기도 성남시 중원구 금광동 2471, 황송게이트볼장 (옥내1), 게이트장 사무실 내"	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 중원구 금광동 2471		KT	031-1588-9010	37.44736213	127.173212	2022-10-30
949	한아름어린이공원	"경기도 성남시 중원구 여수동 355, 한아름어린이공원 (옥외1), 중원도촌-A-19"	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 중원구 여수동 355		KT	031-1588-9010	37.41829358	127.1325673	2022-10-30
950	한성정(국궁장)	국궁장 앞 국기게양대 옆 가로등	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 수정구 수정남로268번길 25(산성동)		KT	031-1588-9010	37.45148186	127.1529916	2022-10-30
951	하탑교	"하탑교 (옥외1), 다리 밑 비상벨 쪽 함체"	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 분당구 이매동 154	경기도 성남시 분당구 분당동 179	KT	031-1588-9010	37.40560352	127.1246265	2022-10-30
952	하늘빛소공원	"경기도 성남시 수정구 단대동 101-2, 하늘빛소공원 (옥외1), 202동 근처 자전거 보관소 근처"	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 수정구 단대동 101-2		KT	031-1588-9010	37.45177492	127.1583525	2022-10-30
953	하늘 어린이공원(어 2)	"경기도 성남시 분당구 야탑동 337, 하늘 어린이공원(어 2) (옥외1), 공원 내CCTV:분당야탑1-A-7"	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 분당구 야탑동 337		KT	031-1588-9010	37.41486976	127.1306812	2022-10-30
954	판교제7호(송현)공원	경기도 성남시 분당구 삼평동 717-2판교제7호(송현)공원 (옥외1) 공원 내CCTV:분당삼평-A-13	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 분당구 삼평동 717-2		KT	031-1588-9010	37.40950057	127.1171913	2022-10-30
955	판교제7호(미르어린이공원)	"경기도 성남시 분당구 판교동 547, 판교제7호(미르어린이공원) (옥외1), CCTV:분당판교-A-107"	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 분당구 판교동 547		KT	031-1588-9010	37.39516208	127.0992214	2022-10-30
956	판교제5호(너울어린이공원)	"경기도 성남시 분당구 판교동 597, 판교제5호(너울어린이공원) (옥외1), 공원 내CCTV:분당판교-A-9"	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 분당구 판교동 597	경기도 성남시 분당구 정자동 239	KT	031-1588-9010	37.38999812	127.0914313	2022-10-30
957	판교제4호(도담어린이공원)	"경기도 성남시 분당구 운중동 1044, 판교제4호(도담어린이공원) (옥외1), 공원내cctv:분당운중-A-84"	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 분당구 운중동 1044		KT	031-1588-9010	37.38877805	127.0821096	2022-10-30
958	판교제17호(봇들)어린이공원	"경기도 성남시 분당구 삼평동 729,729-1, 판교제17호(붓들)어린이공원 (옥외1), CCTV:분당삼평-A-22"	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	"경기도 성남시 분당구 삼평동 729,729-1"		KT	031-1588-9010	37.39970885	127.1183324	2022-10-30
959	판교제12호(숲안어린이공원)	"경기도 성남시 분당구 백현동 548,548-1, 판교제12호(숲안어린이공원) (옥외1), 공원내CCTV관리번:분당백현-A-21"	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	"경기도 성남시 분당구 백현동 548,548-1"		KT	031-1588-9010	37.38919312	127.11585	2022-10-30
960	판교제10호(송현어린이공원)	"경기도 성남시 분당구 삼평동 707, 판교제10호(송현어린이공원) (옥외1), 공원 내CCTV:분당삼평-A-38"	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 분당구 삼평동 707		KT	031-1588-9010	37.4047338	127.115027	2022-10-30
961	판교박물관	"경기도 성남시 분당구 판교로 191(판교동), 판교박물관 (옥내1), 박물관 내 1층 사무실 증폭기함 옆"	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 분당구 판교로 191(판교동)	경기도 성남시 분당구 정자동 252	KT	031-1588-9010	37.40110921	127.0955898	2022-10-30
962	산성실내배드민턴장	"경기도 성남시 수정구 수정로456번길 19(산성동), 산성실내배드민턴장 (옥내1), 경기장 안 방송실"	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 수정구 수정로456번길 19(산성동)		KT	031-1588-9010	37.46066807	127.1555403	2022-10-30
963	사송교	"경기도 성남시 분당구 야탑동 555, 사송교 (옥외1), CCTV:분당야탑1-A-22"	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 분당구 야탑동 555		KT	031-1588-9010	37.41385745	127.1220844	2022-10-30
964	성남아트센터 사무동	"경기도 성남시 분당구 성남대로 808(야탑동), 사무동 (옥내1), 사무동4층 전산실 모뎀, 1층 회의실 2개 4층 홍보실 1개"	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 분당구 성남대로 808(야탑동)		KT	031-1588-9010	37.40245618	127.1297938	2022-10-30
965	분당정자청소년수련관 건물주변	"경기도 성남시 분당구 성남대로407번길 12(정자동), 분당정자청소년수련관 건물주변 (옥내1), 1층 주차장가는 길 출입구"	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 분당구 성남대로407번길 12(정자동)		KT	031-1588-9010	37.37293643	127.1062359	2022-10-30
966	분당정(국국장)	"경기도 성남시 분당구 만세길 36(율동), 분당정(국국장) (옥외1), 복도 대기실"	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 분당구 만세길 36(율동)		KT	031-1588-9010	37.38457623	127.1542449	2022-10-30
967	분당어린이공원(어32)	"경기도 성남시 분당구 서현동 94-1, 분당어린이공원(어32) (옥외1), 공원 내CCTV:분당서현1-A-5"	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 분당구 서현동 94-1		KT	031-1588-9010	37.37925015	127.1312162	2022-10-30
968	판교 스포츠센터	"1층 다목적실, 체력단련실, 여자탈의실. 남자탈의실, 2층 관리사무소 앞, 문화센터1, 세미나실 앞 복도, 전망대(P층) 북카페 좌/우측 각 1대"	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 분당구 탄천로 215		KT	031-1588-9010	37.40969314	127.1196396	2022-10-30
969	판교 인공암벽장	관리실컨테이너상단	경기도	성남시	편의시설	KT	Public WiFi Free	2022-01	경기도 성남시 분당구 탄천로 215		KT	031-1588-9010	37.40969314	127.1196396	2022-10-30
970	버스정류장 (06-025)	영성중학교.하대원동행정복지센터	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 중원구 하대원동	스마트도시과	031-729-8522	37.4282	127.14545	2022-10-30
971	버스정류장 (06-277)	단대오거리역(마을)	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 중원구 금광2동	스마트도시과	031-729-8522	37.444517	127.157483	2022-10-30
972	버스정류장 (06-026)	성일고.힐스테이트아파트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 중원구 중앙동	스마트도시과	031-729-8522	37.435467	127.147517	2022-10-30
973	버스정류장 (06-030)	아튼빌후문.성남테크노과학고	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 중원구 하대원동	스마트도시과	031-729-8522	37.429	127.148683	2022-10-30
974	버스정류장 (06-031)	도촌북로입구	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 중원구 도촌동	스마트도시과	031-729-8522	37.417067	127.149533	2022-10-30
975	버스정류장 (06-032)	아튼빌후문	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 중원구 하대원동	스마트도시과	031-729-8522	37.42975	127.14985	2022-10-30
976	버스정류장 (06-033)	도촌북로입구	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 중원구 도촌동	스마트도시과	031-729-8522	37.4176	127.150483	2022-10-30
977	버스정류장 (06-035)	대하초교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 중원구 하대원동	스마트도시과	031-729-8522	37.431033	127.1514	2022-10-30
978	버스정류장 (06-038)	아튼빌아파트.중원청소년수련관	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 중원구 하대원동	스마트도시과	031-729-8522	37.4299	127.152267	2022-10-30
979	버스정류장 (06-040)	대하초등학교.중원청소년수련관	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 중원구 하대원동	스마트도시과	031-729-8522	37.4305	127.152717	2022-10-30
980	버스정류장 (06-043)	성남자이아파트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 중원구 하대원동	스마트도시과	031-729-8522	37.432283	127.157217	2022-10-30
981	버스정류장 (06-129)	갈현동	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 중원구 도촌동	스마트도시과	031-729-8522	37.423067	127.175717	2022-10-30
982	버스정류장 (06-045)	상대원시장	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 중원구 상대원2동	스마트도시과	031-729-8522	37.437433	127.15805	2022-10-30
983	버스정류장 (06-186)	도촌초등학교.도촌종합사회복지관	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 중원구 도촌동	스마트도시과	031-729-8522	37.413933	127.157567	2022-10-30
984	버스정류장 (06-046)	성남냉동	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 중원구 하대원동	스마트도시과	031-729-8522	37.432083	127.15775	2022-10-30
985	버스정류장 (06-187)	도촌7단지.8단지	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 중원구 도촌동	스마트도시과	031-729-8522	37.412017	127.1616	2022-10-30
986	버스정류장 (06-048)	상대원시장	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 중원구 상대원3동	스마트도시과	031-729-8522	37.435617	127.158267	2022-10-30
987	버스정류장 (06-049)	상대원고개	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 중원구 상대원2동	스마트도시과	031-729-8522	37.43965	127.159083	2022-10-30
988	버스정류장 (05-109)	단대오기러역.세이브존	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 중원구 신흥2동	스마트도시과	031-729-8522	37.44445	127.1553	2022-10-30
989	버스정류장 (06-051)	대원터널사거리.우리은행	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 중원구 상대원2동	스마트도시과	031-729-8522	37.434167	127.1589	2022-10-30
990	버스정류장 (06-192)	도촌1.2단지	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 중원구 도촌동	스마트도시과	031-729-8522	37.414533	127.14865	2022-10-30
991	버스정류장 (06-053)	상대원시장.새마을금고	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 중원구 상대원3동	스마트도시과	031-729-8522	37.437017	127.158983	2022-10-30
992	버스정류장 (06-193)	도촌1.2단지	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 중원구 도촌동	스마트도시과	031-729-8522	37.414633	127.148783	2022-10-30
993	버스정류장 (06-195)	도촌3단지.스위첸파티오1단지	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 중원구 도촌동	스마트도시과	031-729-8522	37.4146	127.153067	2022-10-30
994	버스정류장 (06-055)	상대원시장.새마을금고	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 중원구 상대원2동	스마트도시과	031-729-8522	37.43745	127.15915	2022-10-30
995	버스정류장 (06-199)	도촌동9단지앞	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 중원구 도촌동	스마트도시과	031-729-8522	37.411817	127.162783	2022-10-30
996	버스정류장 (06-202)	도촌2단지.근로복지공단	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 중원구 도촌동	스마트도시과	031-729-8522	37.4142	127.1507	2022-10-30
997	버스정류장 (06-057)	우리은행앞	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 중원구 상대원3동	스마트도시과	031-729-8522	37.43435	127.158967	2022-10-30
998	버스정류장 (06-203)	동강프라자앞	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 중원구 도촌동	스마트도시과	031-729-8522	37.41435	127.150683	2022-10-30
999	버스정류장 (06-058)	상대원고개	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 중원구 상대원2동	스마트도시과	031-729-8522	37.4401	127.159733	2022-10-30
1000	성남시청 (동관)	"성남시청(본관 지하2층~지상3층, 의회 지상4~6층)"	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2013-12	경기도 성남시 중원구 성남대로 997		정보통신과	031-729-2433	37.420035	127.127243	2022-10-30
1001	성남시청 (동관)	성남시청(본관 9층)	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2016-12	경기도 성남시 중원구 성남대로 997		정보통신과	031-729-2433	37.420035	127.127243	2022-10-30
